Hoyde Alder 
32.83659428514414 0.0 
32.87339015674844 0.0027400263042525208 
32.91021804004095 0.0054800526085050415 
32.94707794220728 0.008220078912757563 
32.98396987038536 0.010960105217010083 
33.02089383166539 0.013700131521262603 
33.05784983308969 0.016440157825515125 
33.09483788165265 0.019180184129767644 
33.13185798430055 0.021920210434020166 
33.16891014793155 0.024660236738272688 
33.205994379395484 0.027400263042525207 
33.243110685493846 0.03014028934677773 
33.28025907297962 0.03288031565103025 
33.31743954855721 0.03562034195528277 
33.35465211888234 0.03836036825953529 
33.39189679056194 0.041100394563787813 
33.429173570154006 0.04384042086804033 
33.46648246416755 0.04658044717229285 
33.50382347906249 0.049320473476545376 
33.54119662124952 0.052060499780797895 
33.57860189709 0.05480052608505041 
33.61603931289591 0.05754055238930294 
33.653508874929656 0.06028057869355546 
33.691010589404044 0.06302060499780798 
33.728544462482155 0.0657606313020605 
33.7661105002772 0.06850065760631302 
33.80370870885248 0.07124068391056554 
33.84133909422125 0.07398071021481806 
33.87900166234658 0.07672073651907058 
33.91669641914135 0.07946076282332311 
33.95442337046802 0.08220078912757563 
33.99218252213863 0.08494081543182815 
34.02997387991463 0.08768084173608066 
34.06779744950684 0.09042086804033318 
34.10565323657525 0.0931608943445857 
34.14354124672904 0.09590092064883822 
34.18146148552637 0.09864094695309075 
34.21941395847433 0.10138097325734327 
34.2573986710288 0.10412099956159579 
34.29541562859441 0.10686102586584831 
34.333464836524385 0.10960105217010083 
34.37154630012042 0.11234107847435335 
34.40966002463266 0.11508110477860588 
34.447806015259516 0.1178211310828584 
34.48598427714759 0.12056115738711091 
34.52419481539158 0.12330118369136343 
34.56243763503417 0.12604120999561597 
34.60071274106594 0.12878123629986848 
34.63902013842522 0.131521262604121 
34.67735983199805 0.13426128890837352 
34.71573182661801 0.13700131521262604 
34.754136127066175 0.13974134151687856 
34.79257273807098 0.14248136782113108 
34.831041664308124 0.1452213941253836 
34.86954291040044 0.14796142042963611 
34.90807648091788 0.15070144673388863 
34.946642380377284 0.15344147303814115 
34.9852406132424 0.15618149934239367 
35.023871183923674 0.15892152564664622 
35.06253409677824 0.16166155195089874 
35.10122935610976 0.16440157825515125 
35.139956966168334 0.16714160455940377 
35.178716931150404 0.1698816308636563 
35.21750925519864 0.1726216571679088 
35.25633394240187 0.17536168347216133 
35.29519099679492 0.17810170977641385 
35.334080422358575 0.18084173608066637 
35.37300222301941 0.18358176238491888 
35.411956402649764 0.1863217886891714 
35.45094296506758 0.18906181499342392 
35.4899619140363 0.19180184129767644 
35.52901325326483 0.19454186760192899 
35.56809698640733 0.1972818939061815 
